titulo,link,imagem,km_veiculo,lance_inicial,valor_do_lance,data_leilao,marca_veiculo,final_da_placa_veiculo,ano_fabricacao_veiculo,ano_modelo_veiculo,chaves_veiculo,condicao_motor_veiculo,tabela_fipe_veiculo,combustivel_veiculo,procedencia_veiculo,total_lances,modelo_veiculo,veiculo_tipo,veiculo_patio_uf,veiculo_valor_vendido
N/A,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-100-ES-15-15-/692/,https://parquedosleiloesoficial.com/web/fotos/lotes_692_honda-biz-100-es-15-15_parquedosleilao.com_zz90f414e8c2.JPG,48.980,4400.00,"R$ 6.000,00",15/07/2025,HONDA,7,2015,2015,Sim,DA PARTIDA,"R$ 10.192,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,N/A,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CB600F 13/13,https://parquedosleiloesoficial.com/lote/HONDA-CB600F-13-13-/251/,https://parquedosleiloesoficial.com/web/fotos/lotes_251_honda-cb600f-13-13_parquedosleilao.com_zze830624ed5.JPG,N/A,18300.00,"R$ 24.300,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB600F,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 24.300,00"
HONDA ELITE 125 22/22,https://parquedosleiloesoficial.com/lote/HONDA-ELITE-125-22-22-/769/,https://parquedosleiloesoficial.com/web/fotos/lotes_769_honda-elite-125-22-22_parquedosleilao.com_zz2662ba6d2e.JPG,N/A,6200.00,"R$ 12.200,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ELITE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.200,00"
HONDA PCX 150 21/22,https://parquedosleiloesoficial.com/lote/HONDA-PCX-150-21-22-/115/,https://parquedosleiloesoficial.com/web/fotos/lotes_115_honda-pcx-150-21-22_parquedosleilao.com_zz35265f44cb.JPG,N/A,5100.00,"R$ 8.100,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.100,00"
SHINERAY 50 22/22,https://parquedosleiloesoficial.com/lote/SHINERAY-50-22-22-/501/,https://parquedosleiloesoficial.com/web/fotos/lotes_501_shineray-50-22-22_parquedosleilao.com_zz5e51dd83bf.JPG,N/A,2100.00,"R$ 5.700,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 5.700,00"
YAMAHA FLUO 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FLUO-22-23-/313/,https://parquedosleiloesoficial.com/web/fotos/lotes_313_yamaha-fluo-22-23_parquedosleilao.com_zz5932bcd72e.jpg,N/A,3200.00,"R$ 7.800,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FLUO,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 7.800,00"
YAMAHA MT-07 23/24,https://parquedosleiloesoficial.com/lote/YAMAHA-MT-07-23-24-/436/,https://parquedosleiloesoficial.com/web/fotos/lotes_436_yamaha-mt-07-23-24_parquedosleilao.com_zzb167980376.JPG,N/A,12500.00,"R$ 17.100,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MT-07,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 17.100,00"
YAMAHA R1 00/01,https://parquedosleiloesoficial.com/lote/YAMAHA-R1-00-01-/367/,https://parquedosleiloesoficial.com/web/fotos/lotes_367_yamaha-r1-00-01_parquedosleilao.com_zz0b894906a8.jpg,78.231,5200.00,"R$ 8.600,00",14/07/2025,YAMAHA,7,2000,2001,Sim,DA PARTIDA,"R$ 22.015,00",Gasolina,RECUPERADO DE FINANCIAMENTO,N/A,R1,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
BMW F800 R 14/14,https://parquedosleiloesoficial.com/lote/BMW-F800-R-14-14-/770/,https://parquedosleiloesoficial.com/web/fotos/lotes_770_bmw-f800-r-14-14_parquedosleilao.com_zz3cd0d2af66.JPG,N/A,15900.00,"R$ 21.700,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F800,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 21.700,00"
HONDA CG 160 FAN 19/19,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-FAN-19-19-/542/,https://parquedosleiloesoficial.com/web/fotos/lotes_542_honda-cg-160-fan-19-19_parquedosleilao.com_zza1e4b48d8f.JPG,N/A,5300.00,"R$ 9.500,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.500,00"
HONDA CG 160 TITAN 17/18,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-TITAN-17-18-/437/,https://parquedosleiloesoficial.com/web/fotos/lotes_437_honda-cg-160-titan-17-18_parquedosleilao.com_zza284d90c69.JPG,N/A,3700.00,"R$ 8.500,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.500,00"
HONDA NXR 160 23/23,https://parquedosleiloesoficial.com/lote/HONDA-NXR-160-23-23-/693/,https://parquedosleiloesoficial.com/web/fotos/lotes_693_honda-nxr-160-23-23_parquedosleilao.com_zzc16354c56a.JPG,10.668,10400.00,"R$ 13.400,00",15/07/2025,HONDA,8,2023,2023,Sim,DA PARTIDA,"R$ 19.995,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,NXR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA TWISTER 02/02,https://parquedosleiloesoficial.com/lote/HONDA-TWISTER-02-02-/368/,https://parquedosleiloesoficial.com/web/fotos/lotes_368_honda-twister-02-02_parquedosleilao.com_zzd0b63759cf.jpg,-,1900.00,"R$ 5.900,00",14/07/2025,HONDA,9,2002,2002,Sim,DA PARTIDA,"R$ 6.800,00",Gasolina,RECUPERADO DE FINANCIAMENTO,N/A,TWISTER,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
N/A,https://parquedosleiloesoficial.com/lote/SHINERAY-SHE-22-22-/116/,https://parquedosleiloesoficial.com/web/fotos/lotes_116_shineray-she-22-22_parquedosleilao.com_zzb9c385db61.JPG,N/A,2400.00,"R$ 6.200,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 6.200,00"
YAMAHA MT03 321 ABS 19/20,https://parquedosleiloesoficial.com/lote/YAMAHA-MT03-321-ABS-19-20-/252/,https://parquedosleiloesoficial.com/web/fotos/lotes_252_yamaha-mt03-321-abs-19-20_parquedosleilao.com_zzf1067d3508.JPG,N/A,12400.00,"R$ 17.200,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MT03,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 17.200,00"
YAMAHA NEO 125 19/20,https://parquedosleiloesoficial.com/lote/YAMAHA-NEO-125-19-20-/314/,https://parquedosleiloesoficial.com/web/fotos/lotes_314_yamaha-neo-125-19-20_parquedosleilao.com_zz06d6a2a779.jpg,N/A,2700.00,"R$ 5.500,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NEO,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 5.500,00"
HONDA CB 500F 14/14,https://parquedosleiloesoficial.com/lote/HONDA-CB-500F-14-14-/694/,https://parquedosleiloesoficial.com/web/fotos/lotes_694_honda-cb-500f-14-14_parquedosleilao.com_zzb95dca3382.JPG,116.397,10900.00,"R$ 13.100,00",15/07/2025,HONDA,9,2014,2014,Sim,DA PARTIDA,"R$ 22.394,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CG 160 18/18,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-18-18-/253/,https://parquedosleiloesoficial.com/web/fotos/lotes_253_honda-cg-160-18-18_parquedosleilao.com_zzad01016dc3.jpg,N/A,4900.00,"R$ 9.500,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.500,00"
HONDA CG 160 CARGO 20/20,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-CARGO-20-20-/369/,https://parquedosleiloesoficial.com/web/fotos/lotes_369_honda-cg-160-cargo-20-20_parquedosleilao.com_zzc6faac6e55.jpg,30.189,3100.00,"R$ 6.300,00",14/07/2025,HONDA,2,2020,2020,Sim,DA PARTIDA,"R$ 12.926,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA XRE 21/21,https://parquedosleiloesoficial.com/lote/HONDA-XRE-21-21-/147/,https://parquedosleiloesoficial.com/web/fotos/lotes_147_honda-xre-21-21_parquedosleilao.com_zze554bc1b50.jpg,N/A,6300.00,"R$ 8.400,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XRE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.400,00"
YAMAHA FACTOR 21/22,https://parquedosleiloesoficial.com/lote/YAMAHA-FACTOR-21-22--/543/,https://parquedosleiloesoficial.com/web/fotos/lotes_543_yamaha-factor-21-22_parquedosleilao.com_zz39ee487b3d.JPG,N/A,4900.00,"R$ 8.500,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FACTOR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.500,00"
YAMAHA FZ25 FAZER 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FZ25-FAZER-22-23-/771/,https://parquedosleiloesoficial.com/web/fotos/lotes_771_yamaha-fz25-fazer-22-23_parquedosleilao.com_zz028fb29015.JPG,N/A,11200.00,"R$ 16.200,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FZ25,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 16.200,00"
YAMAHA NMAX 160 21/21,https://parquedosleiloesoficial.com/lote/YAMAHA-NMAX-160-21-21-/438/,https://parquedosleiloesoficial.com/web/fotos/lotes_438_yamaha-nmax-160-21-21_parquedosleilao.com_zz3cb2bc0f93.JPG,N/A,4100.00,"R$ 9.300,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NMAX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.300,00"
YAMAHA NMAX 22/22,https://parquedosleiloesoficial.com/lote/YAMAHA-NMAX-22-22-/315/,https://parquedosleiloesoficial.com/web/fotos/lotes_315_yamaha-nmax-22-22_parquedosleilao.com_zz34211537b1.jpg,N/A,4700.00,"R$ 8.900,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NMAX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.900,00"
HAOJUE DR 160 22/23,https://parquedosleiloesoficial.com/lote/HAOJUE-DR-160-22-23-/544/,https://parquedosleiloesoficial.com/web/fotos/lotes_544_haojue-dr-160-22-23_parquedosleilao.com_zz77ba470535.JPG,N/A,6800.00,"R$ 10.800,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.800,00"
HONDA CBR 650R 22/22,https://parquedosleiloesoficial.com/lote/HONDA-CBR-650R-22-22-/695/,https://parquedosleiloesoficial.com/web/fotos/lotes_695_honda-cbr-650r-22-22_parquedosleilao.com_zzb6cfd2b306.JPG,5.690,26300.00,"R$ 28.300,00",15/07/2025,HONDA,9,2014,2014,Sim,DA PARTIDA,"R$ 51.506,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,CBR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CG 125 FAN 11/11,https://parquedosleiloesoficial.com/lote/HONDA-CG-125-FAN-11-11-/370/,https://parquedosleiloesoficial.com/web/fotos/lotes_370_honda-cg-125-fan-11-11_parquedosleilao.com_zzb3cf02aa4e.jpg,160.070,2200.00,"R$ 6.400,00",14/07/2025,HONDA,5,2011,2011,Sim,DA PARTIDA,"R$ 7.164,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA PCX 150 14/14,https://parquedosleiloesoficial.com/lote/HONDA-PCX-150-14-14--/439/,https://parquedosleiloesoficial.com/web/fotos/lotes_439_honda-pcx-150-14-14_parquedosleilao.com_zz47d8231b10.JPG,N/A,2400.00,"R$ 7.200,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 7.200,00"
HONDA PCX 21/21,https://parquedosleiloesoficial.com/lote/HONDA-PCX-21-21-/148/,https://parquedosleiloesoficial.com/web/fotos/lotes_148_honda-pcx-21-21_parquedosleilao.com_zzf5bbc53de3.jpg,N/A,4500.00,"R$ 7.300,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 7.300,00"
KAWASAKI VULCAN 17/18,https://parquedosleiloesoficial.com/lote/KAWASAKI-VULCAN-17-18-/254/,https://parquedosleiloesoficial.com/web/fotos/lotes_254_kawasaki-vulcan-17-18_parquedosleilao.com_zz04258759ab.jpg,N/A,18700.00,"R$ 23.500,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VULCAN,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 23.500,00"
OFF ROAD TXR 250,https://parquedosleiloesoficial.com/lote/OFF-ROAD-TXR-250--/316/,https://parquedosleiloesoficial.com/web/fotos/lotes_316_off-road-txr-250_parquedosleilao.com_zz85bee38549.jpg,N/A,24700.00,"R$ 28.100,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ROAD,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 28.100,00"
YAMAHA MT-03 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-MT-03-22-23-/772/,https://parquedosleiloesoficial.com/web/fotos/lotes_772_yamaha-mt-03-22-23_parquedosleilao.com_zzced660621f.JPG,N/A,14200.00,"R$ 20.600,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MT-03,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 20.600,00"
DUCATI MTS 1200 15/15,https://parquedosleiloesoficial.com/lote/DUCATI-MTS-1200-15-15-/773/,https://parquedosleiloesoficial.com/web/fotos/lotes_773_ducati-mts-1200-15-15_parquedosleilao.com_zzee22c83ed8.JPG,N/A,22700.00,"R$ 28.500,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MTS,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 28.500,00"
HONDA CB 250F TWISTER 22/22,https://parquedosleiloesoficial.com/lote/HONDA-CB-250F-TWISTER-22-22--/545/,https://parquedosleiloesoficial.com/web/fotos/lotes_545_honda-cb-250f-twister-22-22_parquedosleilao.com_zz7f8baa62f0.JPG,N/A,7400.00,"R$ 12.000,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.000,00"
HONDA CG 160 16/16,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-16-16--/149/,https://parquedosleiloesoficial.com/web/fotos/lotes_149_honda-cg-160-16-16_parquedosleilao.com_zzfd74dff029.jpg,N/A,20700.00,"R$ 22.900,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 22.900,00"
HONDA ELITE 125 20/20,https://parquedosleiloesoficial.com/lote/HONDA-ELITE-125-20-20-/696/,https://parquedosleiloesoficial.com/web/fotos/lotes_696_honda-elite-125-20-20_parquedosleilao.com_zz0727c35976.JPG,23.553,4600.00,"R$ 5.600,00",15/07/2025,HONDA,0,2020,2020,Sim,DA PARTIDA,"R$ 10.959,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,ELITE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA PCX 150 21/21,https://parquedosleiloesoficial.com/lote/HONDA-PCX-150-21-21-/317/,https://parquedosleiloesoficial.com/web/fotos/lotes_317_honda-pcx-150-21-21_parquedosleilao.com_zzca85d874ae.jpg,N/A,4300.00,"R$ 8.100,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.100,00"
KAWASAKI Z400 21/22,https://parquedosleiloesoficial.com/lote/KAWASAKI-Z400-21-22--/440/,https://parquedosleiloesoficial.com/web/fotos/lotes_440_kawasaki-z400-21-22_parquedosleilao.com_zz1c9ad8081f.JPG,N/A,7200.00,"R$ 10.200,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Z400,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.200,00"
YAMAHA FAZER 20/20,https://parquedosleiloesoficial.com/lote/YAMAHA-FAZER-20-20-/371/,https://parquedosleiloesoficial.com/web/fotos/lotes_371_yamaha-fazer-20-20_parquedosleilao.com_zz552858b556.jpg,21.328,4600.00,"R$ 8.200,00",14/07/2025,YAMAHA,3,2020,2020,Sim,DA PARTIDA,"R$ 18.157,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,FAZER,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
YAMAHA XTZ 250 15/15,https://parquedosleiloesoficial.com/lote/YAMAHA-XTZ-250-15-15-/255/,https://parquedosleiloesoficial.com/web/fotos/lotes_255_yamaha-xtz-250-15-15_parquedosleilao.com_zz8a0c9e9c18.jpg,N/A,8200.00,"R$ 12.800,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XTZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.800,00"
BMW F800 R 15/15,https://parquedosleiloesoficial.com/lote/BMW-F800-R-15-15-/697/,https://parquedosleiloesoficial.com/web/fotos/lotes_697_bmw-f800-r-15-15_parquedosleilao.com_zz34510794a4.JPG,18.930,16500.00,"R$ 19.300,00",15/07/2025,BMW,1,2015,2015,Sim,DA PARTIDA,"R$ 31.546,00",GASOLINA,RECUPERADO DE FINANCIAMENTO,N/A,F800,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HARLEY DAVIDSON XL 19/19,https://parquedosleiloesoficial.com/lote/HARLEY-DAVIDSON-XL-19-19-/150/,https://parquedosleiloesoficial.com/web/fotos/lotes_150_harley-davidson-xl-19-19_parquedosleilao.com_zza8c555a070.JPG,N/A,14300.00,"R$ 16.700,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DAVIDSON,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 16.700,00"
HONDA CG 160 21/22,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-21-22-/256/,https://parquedosleiloesoficial.com/web/fotos/lotes_256_honda-cg-160-21-22_parquedosleilao.com_zz19ed1ca895.JPG,N/A,7500.00,"R$ 11.500,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 11.500,00"
HONDA CG 160 24/24,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-24-24-/318/,https://parquedosleiloesoficial.com/web/fotos/lotes_318_honda-cg-160-24-24_parquedosleilao.com_zzdae45ca745.jpg,N/A,4100.00,"R$ 7.300,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 7.300,00"
HONDA PCX 150 22/22,https://parquedosleiloesoficial.com/lote/HONDA-PCX-150-22-22-/441/,https://parquedosleiloesoficial.com/web/fotos/lotes_441_honda-pcx-150-22-22_parquedosleilao.com_zze5e2cb4853.JPG,N/A,4700.00,"R$ 7.900,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 7.900,00"
YAMAHA NEO 125 19/20,https://parquedosleiloesoficial.com/lote/YAMAHA-NEO-125-19-20-/774/,https://parquedosleiloesoficial.com/web/fotos/lotes_774_yamaha-neo-125-19-20_parquedosleilao.com_zz621d44d58b.JPG,N/A,4600.00,"R$ 10.400,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NEO,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.400,00"
YAMAHA XT 600 99/00,https://parquedosleiloesoficial.com/lote/YAMAHA-XT-600-99-00-/372/,https://parquedosleiloesoficial.com/web/fotos/lotes_372_yamaha-xt-600-99-00_parquedosleilao.com_zze4ee97951c.jpg,98.629,3800.00,"R$ 7.600,00",14/07/2025,YAMAHA,0,1999,2000,Sim,DA PARTIDA,"R$ 16.780,00",Gasolina,RECUPERADO DE FINANCIAMENTO,N/A,XT,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
YAMAHA XTZ 150 21/22,https://parquedosleiloesoficial.com/lote/YAMAHA-XTZ-150-21-22-/546/,https://parquedosleiloesoficial.com/web/fotos/lotes_546_yamaha-xtz-150-21-22_parquedosleilao.com_zz376f3dc22a.JPG,N/A,6900.00,"R$ 9.900,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XTZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.900,00"
HARLEY DAVIDSON XL 1200 17/17,https://parquedosleiloesoficial.com/lote/HARLEY-DAVIDSON-XL-1200-17-17--/698/,https://parquedosleiloesoficial.com/web/fotos/lotes_698_harley-davidson-xl-1200-17-17_parquedosleilao.com_zz4eb72ea753.JPG,27.028,24900.00,"R$ 27.500,00",15/07/2025,HARLEY,2,2017,2017,Sim,DA PARTIDA,"R$ 47.639,00",GASOLINA,RECUPERADO DE FINANCIAMENTO,N/A,DAVIDSON,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA BIZ 110I 22/22,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-110I-22-22-/780/,https://parquedosleiloesoficial.com/web/fotos/lotes_780_honda-biz-110i-22-22_parquedosleilao.com_zz23069cbe7a.JPG,N/A,4200.00,"R$ 8.000,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.000,00"
HONDA PCX 18/18,https://parquedosleiloesoficial.com/lote/HONDA-PCX-18-18--/257/,https://parquedosleiloesoficial.com/web/fotos/lotes_257_honda-pcx-18-18_parquedosleilao.com_zzbb774a5bc5.jpg,N/A,6200.00,"R$ 10.400,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.400,00"
KAWASAKI NINJA 400 22/22,https://parquedosleiloesoficial.com/lote/KAWASAKI-NINJA-400-22-22-/775/,https://parquedosleiloesoficial.com/web/fotos/lotes_775_kawasaki-ninja-400-22-22_parquedosleilao.com_zze4fe89a7c1.JPG,N/A,15800.00,"R$ 22.000,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NINJA,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 22.000,00"
HONDA NXR 160 22/23,https://parquedosleiloesoficial.com/lote/HONDA-NXR-160-22-23-/781/,https://parquedosleiloesoficial.com/web/fotos/lotes_781_honda-nxr-160-22-23_parquedosleilao.com_zz270d01b049.JPG,N/A,7600.00,"R$ 11.600,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NXR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 11.600,00"
HONDA POP 110I 22/22,https://parquedosleiloesoficial.com/lote/HONDA-POP-110I-22-22-/776/,https://parquedosleiloesoficial.com/web/fotos/lotes_776_honda-pop-110i-22-22_parquedosleilao.com_zz118d56bc2c.JPG,N/A,4300.00,"R$ 8.900,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POP,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.900,00"
YAMAHA XJ6 18/19,https://parquedosleiloesoficial.com/lote/YAMAHA-XJ6-18-19-/258/,https://parquedosleiloesoficial.com/web/fotos/lotes_258_yamaha-xj6-18-19_parquedosleilao.com_zz87c9121b11.JPG,N/A,23500.00,"R$ 27.100,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XJ6,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 27.100,00"
YAMAHA XTZ 250 19/20,https://parquedosleiloesoficial.com/lote/YAMAHA-XTZ-250-19-20-/699/,https://parquedosleiloesoficial.com/web/fotos/lotes_699_yamaha-xtz-250-19-20_parquedosleilao.com_zzfb576a9071.JPG,5.336,10100.00,"R$ 13.100,00",15/07/2025,YAMAHA,3,2019,2020,Sim,DA PARTIDA,"R$ 21.012,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,XTZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CB 500F 14/14,https://parquedosleiloesoficial.com/lote/HONDA-CB-500F-14-14-/782/,https://parquedosleiloesoficial.com/web/fotos/lotes_782_honda-cb-500f-14-14_parquedosleilao.com_zzfe41edb67d.JPG,N/A,8300.00,"R$ 12.700,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.700,00"
SUZUKI BANDIT 07/08,https://parquedosleiloesoficial.com/lote/SUZUKI-BANDIT-07-08-/700/,https://parquedosleiloesoficial.com/web/fotos/lotes_700_suzuki-bandit-07-08_parquedosleilao.com_zzec6f0733ad.JPG,7.535,13900.00,"R$ 15.900,00",15/07/2025,SUZUKI,4,2007,2008,Sim,DA PARTIDA,"R$ 25.938,00",GASOLINA,RECUPERADO DE FINANCIAMENTO,N/A,BANDIT,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
